OBJECTID,InspectionStatus,SURVEY_DATE,PARID,ADDR,FRONTAGE,DEPTH,AREA_SQFT,AREA_ACRES,LAND_VAL,BLDG_VAL,TTL_VAL,ZONING,CURR_USE,LICENSE,PREF_USE,SECND_USE,REC_PRICE,COMMENTS,NBRHD,WARD_2012,LUC,STNUMB,STNUMB2,STDIR,STNAME,STTYPE,Z_,MODIFIED_BY,LAST_MODIFIED,STATUSSINCESURVEY,SHAPE_STArea(),SHAPE_STLength()
2906,Y,2016-06-14 04:00:00,6738685,HICKORY ST,None,None,55757,1.28,3840,None,None,U-1,8, ,8,0,None,"Heavily wooded area along rr tracks, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,None,None,None,HICKORY,ST,None,ROZENDA,2017-02-21 11:58:00,None,69485.6085205,1173.53014963
2907,Y,2016-06-13 04:00:00,6844713,OTTO ST,20,150,3001,0.0689,1210,None,None,U-1B,9, ,8,3,None,See adjacent parcels for pic ,Elizabeth Park Valley,W5,640,None,None,None,OTTO,ST,D,ROZENDA,2017-02-21 11:58:00,None,3007.55639648,340.755558115
2908,Y,2016-06-14 04:00:00,6700283,HICKORY ST,46,80,3681,0.0845,5590,None,None,U-1,7, ,12,0,None,None,Elizabeth Park Valley,W1,640,None,None,None,HICKORY,ST,None,ROZENDA,2017-02-21 11:58:00,None,3660.03918457,256.188149542
2909,Y,2016-06-13 04:00:00,6717431,BODER ST,None,None,43560,1.0,3000,None,None,U-1B,14, ,14,13,None,See previous parcel for pic ,Elizabeth Park Valley,W5,660,None,None,None,BODER,ST,None,ROZENDA,2017-02-21 11:58:00,None,30019.1600342,779.157841592
2910,Y,2016-06-14 04:00:00,6716203,61 CHARLOTTE ST,60,106,6360,0.146,19380,None,None,U-1,7, ,11,12,None,None,Highland Square,W1,640,61,None,None,CHARLOTTE,ST,None,ROZENDA,2017-02-21 11:58:00,None,6273.18347168,329.195818283
2911,Y,2016-06-13 04:00:00,6711864,OTTO ST,50,150,7501,0.1722,2480,None,None,U-1B,9, ,8,3,None,See previous parcels for pic ,Elizabeth Park Valley,W5,500,None,None,None,OTTO,ST,D,ROZENDA,2017-02-21 11:58:00,None,7267.73095703,397.429869245
2912,Y,2016-06-13 04:00:00,6711865,154 OTTO ST,11,134,5536,0.1271,3780,None,None,U-1B,9, ,8,3,None,None,Elizabeth Park Valley,W5,500,154,None,None,OTTO,ST,D,ROZENDA,2017-02-21 11:58:00,None,5077.86193848,360.097216861
2913,Y,2016-06-13 04:00:00,6816311,OTTO ST,2,150,301,0.0069,720,None,None,U-1B,9, ,8,3,None,See previous parcels for pic ,Elizabeth Park Valley,W5,500,None,None,None,OTTO,ST,D,ROZENDA,2017-02-21 11:58:00,None,389.465209961,237.661113716
2914,Y,2016-06-13 04:00:00,6816312,158 OTTO ST,75,105,7876,0.1808,10460,None,None,U-1B,9, ,8,3,None,See previous parcels for pic ,Elizabeth Park Valley,W5,500,158,None,None,OTTO,ST,D,ROZENDA,2017-02-21 11:58:00,None,5764.14978027,346.347613785
2915,Y,2016-06-14 04:00:00,6822153,196 PUTNAM ST,55,102,18870,0.4332,3040,None,None,U-1,8, ,8,0,None,"Wooded steep topo, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,196,None,None,PUTNAM,ST,None,ROZENDA,2017-02-21 11:58:00,None,22272.5600586,691.437245586
2916,Y,2016-06-20 04:00:00,6739017,209 PUTNAM ST,47,118,5545,0.1273,1750,None,None,U-1,8, ,8,0,None,"Heavily wooded area with topo problems, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,209,None,None,PUTNAM,ST,None,ROZENDA,2017-02-21 11:58:00,None,4758.2956543,293.121388715
2917,Y,2016-06-20 04:00:00,6731234,205 PUTNAM RD,40,118,4722,0.1084,1620,None,None,U-1,8, ,8,0,None,"Heavily wooded area with topo problems, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,205,None,None,PUTNAM,RD,None,ROZENDA,2017-02-21 11:58:00,None,4697.69580078,315.443806283
2918,Y,2016-06-14 04:00:00,6717437,HICKORY (REAR) ST,None,None,81022,1.86,5580,None,None,U-1,8, ,8,0,None,"Heavily wooded area along rr tracks, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,None,REAR,None,HICKORY,ST,None,ROZENDA,2017-02-21 11:58:00,None,93239.838623,1449.53587688
2919,Y,2016-06-20 04:00:00,6842608,191 PUTNAM ST,40,118,4722,0.1084,1620,None,None,U-1,8, ,8,0,None,"Heavily wooded area with topo problems, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,191,None,None,PUTNAM,ST,None,ROZENDA,2017-02-21 11:58:00,None,4759.79101562,316.441656147
2920,Y,2016-06-20 04:00:00,6738217,189 PUTNAM ST,40,118,4722,0.1084,1620,None,None,U-1,8, ,8,0,None,"Heavily wooded area with topo problems, see adjacent parcels for pic",Elizabeth Park Valley,W1,500,189,None,None,PUTNAM,ST,None,ROZENDA,2017-02-21 11:58:00,None,4812.6418457,317.286517104
2921,Y,2016-06-20 04:00:00,6715920,187 PUTNAM ST,40,118,4722,0.1084,1620,None,None,U-1,8, ,8,0,None,"Heavily wooded area with topo problems, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,187,None,None,PUTNAM,ST,None,ROZENDA,2017-02-21 11:58:00,None,4751.55810547,316.214901072
2922,Y,2016-06-20 04:00:00,6822156,HUBBARD ST,66,165,10890,0.25,2470,None,None,U-1,8, ,8,0,None,"Heavily wooded area with topo problems, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,None,None,None,HUBBARD,ST,None,ROZENDA,2017-02-21 11:58:00,None,11219.1583252,462.744234728
2923,Y,2016-06-20 04:00:00,6721201,185 PUTNAM,40,118,4722,0.1084,1620,None,None,U-1,8, ,8,0,None,"Heavily wooded area with topo problems, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,185,None,None,PUTNAM,None,None,ROZENDA,2017-02-21 11:58:00,None,4749.40869141,316.134460554
2924,Y,2016-06-20 04:00:00,6711664,187 RAVINE ST,40,96,3842,0.0882,3610,None,None,U-1,14, ,14,0,None,"Land dug away for CSO, see adjacent parcels for pic",Elizabeth Park Valley,W1,640,187,None,None,RAVINE,ST,None,ROZENDA,2017-02-21 11:58:00,None,3787.1862793,269.01511255
2925,Y,2016-06-20 04:00:00,6712330,HICKORY ST,57,145,8263,0.1897,6900,None,None,U-1,7, ,11,0,None,See adjacent parcels for pic ,Elizabeth Park Valley,W1,640,None,None,None,HICKORY,ST,None,ROZENDA,2017-02-21 11:58:00,None,7144.17211914,364.909751264
2926,Y,2016-06-20 04:00:00,6746577,204 N MAPLE ST,67,132,8843,0.203,11100,None,None,U-1,8, ,8,0,None,"Heavily wooded area with topo problems, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,204,None,N,MAPLE,ST,None,ROZENDA,2017-02-21 11:58:00,None,9809.08776855,413.034141568
2927,Y,2016-06-20 04:00:00,6822155,HUBBARD ST,40,165,6599,0.1515,1910,None,None,U-1,8, ,8,0,None,Heavily wooded area with topo problems ,Elizabeth Park Valley,W1,640,None,None,None,HUBBARD,ST,None,ROZENDA,2017-02-21 11:58:00,None,6517.98925781,405.611943453
2928,Y,2016-06-20 04:00:00,6830157,N MAPLE ST,40,132,5279,0.1212,4290,None,None,U-1,8, ,8,0,None,"Heavily wooded area with topo problems, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,None,None,N,MAPLE,ST,None,ROZENDA,2017-02-21 11:58:00,None,5282.98461914,345.068902707
2929,Y,2016-06-20 04:00:00,6744342,242 SILVER ST,97,313,30361,0.697,21880,None,None,U-1,7, ,11,0,None,See adjacent parcels for pic ,Elizabeth Park Valley,W1,640,242,None,None,SILVER,ST,None,ROZENDA,2017-02-21 11:58:00,None,34276.4560547,838.69734903
2930,Y,2016-06-14 04:00:00,6754292,HICKORY ST,None,None,128938,2.96,5350,None,None,U-1,7, ,11,8,None,Heavily wooded area ,Elizabeth Park Valley,W1,640,None,None,None,HICKORY,ST,D,ROZENDA,2017-02-21 11:58:00,None,111555.272705,1708.58508522
2931,Y,2016-06-14 04:00:00,6718519,50 CUYAHOGA ST,None,None,1742,0.04,1330,None,None,U-4,8, ,8,0,None,See previous parcel for pic ,Elizabeth Park Valley,W5,640,50,None,None,CUYAHOGA,ST,None,ROZENDA,2017-02-21 11:58:00,None,1300.10498047,175.841299545
2932,Y,2016-06-14 04:00:00,6827506,22 OAKDALE CT,38,76,2888,0.0663,13300,None,None,U-1,7, ,4,7,None,"Wooded area , see previous parcel for pic ",Highland Square,W1,640,22,None,None,OAKDALE,CT,None,ROZENDA,2017-02-21 11:58:00,None,2959.83630371,233.578807814
2933,Y,2016-06-20 04:00:00,6733357,248 SILVER ST,None,None,60548,1.39,3790,None,None,U-1,8, ,11,8,None,"Heavily wooded area, see adjacent parcels for pic ",Elizabeth Park Valley,W1,500,248,None,None,SILVER,ST,D,ROZENDA,2017-02-21 11:58:00,None,66729.5197754,1321.84824231
2934,Y,2016-06-20 04:00:00,6758543,254 SILVER ST,None,None,33977,0.78,25740,None,None,U-1,8, ,11,8,None,See adjacent parcels for pic ,Elizabeth Park Valley,W1,640,254,None,None,SILVER,ST,D,ROZENDA,2017-02-21 11:58:00,None,34461.0262451,1142.08324637
2935,Y,2016-06-20 04:00:00,6744344,NORTH   (REAR) ST,None,None,3485,0.08,1220,None,None,U-1,8, ,14,0,None,"Heavily wooded lot with oil well, see adjacent parcel for pic ",Elizabeth Park Valley,W1,640,None,REAR,W,NORTH,ST,D,ROZENDA,2017-02-21 11:58:00,None,3396.23815918,317.260319207
2936,Y,2016-06-14 04:00:00,6707934,OAKDALE CT,None,None,1925,0.0442,7360,None,None,U-1,9, ,9,4,None,See adjacent parcels for pic ,Highland Square,W1,640,None,None,None,OAKDALE,CT,D,ROZENDA,2017-02-21 11:58:00,None,1985.98303223,182.895848852
2937,Y,2016-06-14 04:00:00,6849181,OAKDALE CT,None,None,3250,0.0746,11700,None,None,U-3,9, ,9,4,None,None,Highland Square,W1,456,None,None,None,OAKDALE,CT,None,ROZENDA,2017-02-21 11:58:00,None,3290.10009766,235.576429115
2938,Y,2016-06-14 04:00:00,6717473,N VALLEY ST,28,266,7449,0.171,7330,None,None,U-4,7, ,12,0,None,None,Elizabeth Park Valley,W1,640,None,None,N,VALLEY,ST,None,ROZENDA,2017-02-21 11:58:00,None,7655.88293457,592.336760716
2939,Y,2016-06-20 04:00:00,6737401,W NORTH ST,57,84,4787,0.1099,8110,None,None,U-1,7, ,7,0,None,See adjacent parcels for pic ,Elizabeth Park Valley,W1,640,None,None,W,NORTH,ST,None,ROZENDA,2017-02-21 11:58:00,None,3813.2364502,283.581866919
2940,Y,2016-06-13 04:00:00,6711464,202 N HOWARD ST,None,None,5602,0.1286,4620,None,None,U-3,8, ,8,0,None,See previous parcels for pic ,Elizabeth Park Valley,W5,640,202,None,N,HOWARD,ST,None,ROZENDA,2017-02-21 11:58:00,None,2205.70178223,193.941670626
2941,Y,2016-06-13 04:00:00,6716151,N HOWARD ST,None,None,5602,0.1286,4620,None,None,U-3,8, ,8,0,None,See previous parcels for pic ,Elizabeth Park Valley,W5,640,None,None,N,HOWARD,ST,None,ROZENDA,2017-02-21 11:58:00,None,5554.70214844,357.898158425
2942,Y,2016-06-13 04:00:00,6821287,N HOWARD ST,None,None,5602,0.1286,4620,None,None,U-3,8, ,8,0,None,See previous parcels for pic ,Elizabeth Park Valley,W5,640,None,None,N,HOWARD,ST,D,ROZENDA,2017-02-21 11:58:00,None,5497.14233398,357.04296054
2943,Y,2016-06-13 04:00:00,6833542,121 N WALNUT ST,66,108,7126,0.1636,7380,None,None,U-1,7, ,8,0,None,None,Elizabeth Park Valley,W1,640,121,None,N,WALNUT,ST,None,ROZENDA,2017-02-21 11:58:00,None,6985.81750488,344.741551931
2944,Y,2016-06-13 04:00:00,6817453,AETNA ST,31,66,2047,0.047,2760,None,None,U-1,7, ,8,0,None,See previous parcel for pic ,Elizabeth Park Valley,W1,500,None,None,None,AETNA,ST,None,ROZENDA,2017-02-21 11:58:00,None,2133.95031738,195.668133819
2945,Y,2016-06-13 04:00:00,6833877,AETNA ST,59,66,3894,0.0894,3690,None,None,U-1,7, ,8,0,None,See previous parcels for pic ,Elizabeth Park Valley,W1,500,None,None,None,AETNA,ST,None,ROZENDA,2017-02-21 11:58:00,None,3783.8515625,246.414077607
2946,Y,2016-06-14 04:00:00,6842548,N HOWARD ST,20,115,2300,0.0528,6220,None,None,U-3,8, ,8,0,None,See previous parcels for pic ,Elizabeth Park Valley,W5,640,None,None,N,HOWARD,ST,None,ROZENDA,2017-02-21 11:58:00,None,2336.46911621,265.701267118
2947,Y,2016-06-14 04:00:00,6824203,N HOWARD ST,16,90,1442,0.0331,5200,None,None,U-3,8, ,8,0,None,See previous parcels for pic ,Elizabeth Park Valley,W5,640,None,None,N,HOWARD,ST,None,ROZENDA,2017-02-21 11:58:00,None,1238.90002441,210.922433537
2948,Y,2016-06-14 04:00:00,6826107,198 PUTNAM RD,55,102,5611,0.1288,1510,None,None,U-1,8, ,8,0,None,"Steep wooded topo, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,198,None,None,PUTNAM,RD,None,ROZENDA,2017-02-21 11:58:00,None,22272.5600586,691.437245586
2949,Y,2016-06-13 04:00:00,6837352,SPAULDING ST,60,110,6599,0.1515,1490,None,None,U-1B,7, ,8,11,None,"Heavily wooded lot, see previous parcel for pic ",Elizabeth Park Valley,W5,640,None,None,None,SPAULDING,ST,None,ROZENDA,2017-02-21 11:58:00,None,6374.12792969,334.117567958
2950,Y,2016-06-13 04:00:00,6731470,MEMORIAL PKWY,84,224,18818,0.432,6180,None,None,U-1B,7, ,8,0,None,Heavily wooded large lot,Elizabeth Park Valley,W5,500,None,None,None,MEMORIAL,PKWY,None,ROZENDA,2017-02-21 11:58:00,None,18972.8874512,622.169695251
2951,Y,2016-06-20 04:00:00,6822157,234 FERNDALE AVE,188,77,14475,0.3323,17130,20610,None,U-1,8, ,8,0,None,"Heavily wooded area , see adjacent parcels for pic",Elizabeth Park Valley,W1,640,234,None,None,FERNDALE,AVE,None,ROZENDA,2017-02-21 11:58:00,None,14625.109375,528.773893063
2952,Y,2016-06-14 04:00:00,6734751,N CANAL ST,30,132,3960,0.0909,10940,None,None,U-1,7, ,8,0,None,"Heavily wooded area, see adjacent parcels for pic ",Elizabeth Park Valley,W5,640,None,None,N,CANAL,ST,None,ROZENDA,2017-02-21 11:58:00,None,3953.97473145,320.004551549
2953,Y,2016-06-14 04:00:00,6846453,N CANAL ST,27,132,3563,0.0818,9250,None,None,U-1,7, ,8,0,None,"Heavily wooded area, see adjacent parcels for pic ",Elizabeth Park Valley,W5,670,None,None,N,CANAL,ST,None,ROZENDA,2017-02-21 11:58:00,None,3385.76074219,311.505448883
2954,Y,2016-06-14 04:00:00,6826848,CANAL ST,None,None,7919,0.1818,11110,None,None,U-1,7, ,8,0,None,See adjacent parcels for pic ,Elizabeth Park Valley,W5,640,None,None,N,CANAL,ST,None,ROZENDA,2017-02-21 11:58:00,None,7762.50744629,379.345319919
2955,Y,2016-06-14 04:00:00,6826849,CANAL ST,None,None,396,0.0091,560,None,None,U-1,7, ,8,0,None,"Heavily wooded area , see adjacent parcels for pic ",Elizabeth Park Valley,W5,640,None,None,N,CANAL,ST,None,ROZENDA,2017-02-21 11:58:00,None,596.259399414,268.636246256
2956,Y,2016-06-14 04:00:00,6826850,121 N CANAL ST,60,132,7919,0.1818,13910,None,None,U-1,7, ,8,11,None,Heavily wooded area ,Elizabeth Park Valley,W5,640,121,None,N,CANAL,ST,None,ROZENDA,2017-02-21 11:58:00,None,7925.6373291,382.271078619
2957,Y,2016-06-14 04:00:00,6840055,CANAL ST,60,67,4021,0.0923,7060,None,None,U-3,7, ,8,0,None,Heavily wooded area ,Elizabeth Park Valley,W5,640,None,None,N,CANAL,ST,None,ROZENDA,2017-02-21 11:58:00,None,3999.32421875,253.413191001
2958,Y,2016-06-14 04:00:00,6711652,N CANAL ST,60,132,7919,0.1818,13910,None,None,U-1,7, ,8,0,None,"Heavily wooded area, see adjacent parcels for pic ",Elizabeth Park Valley,W5,640,None,None,N,CANAL,ST,None,ROZENDA,2017-02-21 11:58:00,None,7649.55981445,378.44723298
2959,Y,2016-06-14 04:00:00,6854342,N HOWARD ST,None,None,6390,0.1467,17660,None,None,U-4,10, ,10,0,None,Mathews Hotel monument ,Elizabeth Park Valley,W5,640,None,None,N,HOWARD,ST,None,ROZENDA,2017-02-21 11:58:00,None,6803.4395752,336.533136783
2960,Y,2016-06-14 04:00:00,6705166,N HOWARD ST,None,None,3001,0.0689,8290,None,None,Unknown,10, ,10,0,None,See adjacent parcel for pic ,Elizabeth Park Valley,W5,640,None,None,N,HOWARD,ST,None,ROZENDA,2017-02-21 11:58:00,None,3123.48718262,263.403903747
2961,Y,2016-06-14 04:00:00,6752115,MAIN ST,None,None,3101,0.0712,4960,None,None,U-4,10, ,10,0,None,See previous parcels for pic ,Elizabeth Park Valley,W5,640,None,None,N,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,4494.75378418,293.157495691
2962,Y,2016-06-13 04:00:00,6735213,60 NORTH ST,None,None,22342,0.5129,31280,None,None,U-1,9, ,9,8,None,Parking lot of park,Elizabeth Park Valley,W1,640,60,None,W,NORTH,ST,None,ROZENDA,2017-02-21 11:58:00,None,29748.276123,846.057809708
2963,Y,2016-06-14 04:00:00,6822543,PUTNAM ST,None,None,118919,2.73,8190,None,None,U-1,7, ,8,7,None,Steep topo,Elizabeth Park Valley,W1,640,None,None,None,PUTNAM,ST,None,ROZENDA,2017-02-21 11:58:00,None,85703.8074951,2692.57954785
2964,Y,2016-06-13 04:00:00,6838665,212 MUSTILL CT,40,50,1999,0.0459,5640,18560,None,U-1B,7, ,12,0,None,None,Elizabeth Park Valley,W5,510,212,None,None,MUSTILL,CT,None,ROZENDA,2017-02-21 11:58:00,None,3867.4732666,263.035351142
2965,Y,2016-06-14 04:00:00,6717426,NORTH ST,None,None,20020,0.4596,76580,None,None,U-3,10, ,10,0,None,Fountain Park,Elizabeth Park Valley,W1,640,None,None,W,NORTH,ST,None,ROZENDA,2017-02-21 11:58:00,None,16206.8532715,642.34182662
2966,Y,2016-06-13 04:00:00,6801690,N WALNUT ST,66,125,8250,0.1894,4260,None,None,U-1,7, ,8,0,None,Heavily wooded area ,Elizabeth Park Valley,W1,500,None,None,N,WALNUT,ST,None,ROZENDA,2017-02-21 11:58:00,None,8037.23034668,375.988031318
2967,Y,2016-06-13 04:00:00,6808054,N WALNUT ST,40,128,5118,0.1175,8400,None,None,U-1,7, ,8,0,None,Heavily wooded lot ,Elizabeth Park Valley,W1,640,None,None,N,WALNUT,ST,None,ROZENDA,2017-02-21 11:58:00,None,4962.86291504,327.964807822
2968,Y,2016-06-13 04:00:00,6731881,110 N WALNUT ST,40,128,5118,0.1175,4200,None,None,U-1,7, ,8,0,None,Heavily wooded lot m see previous parcel for pic ,Elizabeth Park Valley,W1,640,110,None,N,WALNUT,ST,None,ROZENDA,2017-02-21 11:58:00,None,5044.5769043,330.05287167
2969,Y,2016-06-13 04:00:00,6721951,N MAPLE ST,38,124,4713,0.1082,1620,None,None,U-1,7, ,8,0,None,Heavily wooded area ,Elizabeth Park Valley,W1,500,None,None,N,MAPLE,ST,None,ROZENDA,2017-02-21 11:58:00,None,4587.46618652,317.457131038
2970,Y,2016-06-13 04:00:00,6814515,N MAPLE ST,51,78,3977,0.0913,5520,None,None,U-1,7, ,8,0,None,None,Elizabeth Park Valley,W1,500,None,None,N,MAPLE,ST,None,ROZENDA,2017-02-21 11:58:00,None,3991.50866699,258.699028138
2971,Y,2016-06-13 04:00:00,6703886,N MAPLE ST,49,124,6077,0.1395,1820,None,None,U-1,7, ,8,0,None,None,Elizabeth Park Valley,W1,500,None,None,N,MAPLE,ST,None,ROZENDA,2017-02-21 11:58:00,None,5939.16723633,340.207820345
2972,Y,2016-06-13 04:00:00,6838010,WALNUT ST,160,230,36799,0.8448,4650,None,None,U-1,7, ,8,0,None,See adjacent parcel for pic ,Elizabeth Park Valley,W1,500,None,None,N,WALNUT,ST,None,ROZENDA,2017-02-21 11:58:00,None,37483.1674805,831.933210898
2973,Y,2016-06-13 04:00:00,6804541,142 AETNA ST,50,119,5950,0.1366,6760,11460,None,U-1,7, ,8,0,None,None,Elizabeth Park Valley,W1,640,142,None,None,AETNA,ST,None,ROZENDA,2017-02-21 11:58:00,None,5850.74133301,334.573688683
2974,Y,2016-06-13 04:00:00,6716421,DIVISION ST,None,None,4086,0.0938,6080,None,None,U-1,8, ,8,0,None,See previous parcels for pic ,Elizabeth Park Valley,W1,640,None,None,None,DIVISION,ST,None,ROZENDA,2017-02-21 11:58:00,None,3989.08740234,273.299515284
2975,Y,2016-06-13 04:00:00,6716429,DIVISION ST,45,109,4905,0.1126,1880,None,None,U-1,8, ,8,0,None,See previous parcels for pic ,Elizabeth Park Valley,W1,640,None,None,None,DIVISION,ST,None,ROZENDA,2017-02-21 11:58:00,None,5176.48388672,314.26733744
2976,Y,2016-06-13 04:00:00,6716431,DIVISION ST,None,None,9949,0.2284,14800,None,None,U-1,8, ,8,0,None,Being used for soccer field,Elizabeth Park Valley,W1,640,None,None,None,DIVISION,ST,None,ROZENDA,2017-02-21 11:58:00,None,9762.4230957,482.774492
2977,Y,2016-06-13 04:00:00,6755494,KING CT,43,103,4430,0.1017,2640,None,None,U-1,8, ,8,0,None,See previous parcel for pic ,Elizabeth Park Valley,W1,640,None,None,None,KING,CT,None,ROZENDA,2017-02-21 11:58:00,None,4137.77416992,277.799343995
2978,Y,2016-06-13 04:00:00,6716430,KING CT,46,89,4095,0.094,2440,None,None,U-1,8, ,8,0,None,See previous parcel for pic ,Elizabeth Park Valley,W1,640,None,None,None,KING,CT,None,ROZENDA,2017-02-21 11:58:00,None,3702.74133301,252.466388749
2979,Y,2016-06-13 04:00:00,6716415,KING CT,56,80,4478,0.1028,2670,None,None,U-1,8, ,8,0,None,See previous parcels for pic ,Elizabeth Park Valley,W1,640,None,None,None,KING,CT,None,ROZENDA,2017-02-21 11:58:00,None,3934.33959961,253.227831545
2980,Y,2016-06-13 04:00:00,6716418,DIVISION ST,10,199,8655,0.1987,3890,None,None,U-1,8, ,8,0,None,See previous parcel for pic ,Elizabeth Park Valley,W1,640,None,None,None,DIVISION,ST,None,ROZENDA,2017-02-21 11:58:00,None,8407.12866211,511.483328921
2981,Y,2016-06-20 04:00:00,6808446,78 CUYAHOGA ST,40,165,6599,0.1515,6710,None,None,U-4,9, ,3,8,None,See adjacent parcels for pic ,Elizabeth Park Valley,W5,640,78,None,None,CUYAHOGA,ST,None,ROZENDA,2017-02-21 11:58:00,None,6746.49816895,410.231217521
2982,Y,2016-06-20 04:00:00,6700084,72 CUYAHOGA ST,59,165,9736,0.2235,11570,None,None,U-4,9, ,3,8,None,See adjacent parcels for pic ,Elizabeth Park Valley,W5,640,72,None,None,CUYAHOGA,ST,None,ROZENDA,2017-02-21 11:58:00,None,9960.30651855,448.692650051
2983,Y,2016-06-20 04:00:00,6847757,68 CUYAHOGA ST,40,165,6599,0.1515,9590,None,None,U-4,9, ,3,8,None,See adjacent parcels for pic ,Elizabeth Park Valley,W5,640,68,None,None,CUYAHOGA,ST,None,ROZENDA,2017-02-21 11:58:00,None,6847.79260254,410.128433993
2984,Y,2016-06-20 04:00:00,6723281,CUYAHOGA ST,42,165,6930,0.1591,5880,None,None,U-4,9, ,3,0,None,See adjacent parcels for pic ,Elizabeth Park Valley,W5,640,None,None,None,CUYAHOGA,ST,None,ROZENDA,2017-02-21 11:58:00,None,6901.08361816,410.453886927
2985,Y,2016-06-14 04:00:00,6859096,W MARKET ST,None,None,47480,1.09,7850,None,None,U-3,9, ,9,0,None,"Parking for Summa, see adjacent parcel for pic ",Downtown Akron,W1,456,None,None,W,MARKET,ST,D,ROZENDA,2017-02-21 11:58:00,None,47540.1896973,1038.84196476
2986,Y,2016-06-14 04:00:00,6834162,457 W MARKET ST,None,None,3685,0.0846,14100,None,None,U-3,9, ,9,0,None,See adjacent parcels for pic ,Highland Square,W1,456,457,None,W,MARKET,ST,None,ROZENDA,2017-02-21 11:58:00,None,3780.11132812,264.65695627
2987,Y,2016-06-14 04:00:00,6708131,450 HICKORY ST,None,None,58806,1.35,114750,None,None,U-1,3, ,11,8,None,Business still there,Elizabeth Park Valley,W1,480,450,None,None,HICKORY,ST,None,ROZENDA,2017-02-21 11:58:00,None,59553.8643799,1026.80035749
2988,Y,2016-06-21 04:00:00,6744958,HICKORY ST,123,352,43294,0.9939,25230,None,None,U-1,7, ,11,0,None,"Heavily wooded area, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,None,None,None,HICKORY,ST,None,ROZENDA,2017-02-21 11:58:00,None,47364.5527344,974.264450214
2989,Y,2016-06-21 04:00:00,6711365,HICKORY ST,64,170,17690,0.4061,3180,None,None,U-1,7, ,11,0,None,"Heavily wooded area, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,None,None,None,HICKORY,ST,None,ROZENDA,2017-02-21 11:58:00,None,14959.5583496,590.006253057
2990,Y,2016-06-21 04:00:00,6744957,HICKORY ST,105,362,38010,0.8726,23040,None,None,U-1,7, ,11,0,None,"Heavily wooded area, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,None,None,None,HICKORY,ST,None,ROZENDA,2017-02-21 11:58:00,None,37977.0650635,937.672871041
2991,Y,2016-06-21 04:00:00,6734417,439 HICKORY ST,55,386,21344,0.49,10170,None,None,U-1,7, ,11,0,None,See adjacent parcels for pic ,Elizabeth Park Valley,W1,640,439,None,None,HICKORY,ST,None,ROZENDA,2017-02-21 11:58:00,None,21978.6820068,876.458631422
2992,Y,2016-06-20 04:00:00,6751896,MAPLE ST,98,98,9605,0.2205,11900,None,None,U-1,8, ,8,0,None,"Heavily wooded area with topo problems, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,None,None,N,MAPLE,ST,None,ROZENDA,2017-02-21 11:58:00,None,10202.9707031,419.306556569
2993,Y,2016-06-14 04:00:00,6852688,40 BEECH ST,None,None,10454,0.24,10800,None,None,U-1,8, ,8,0,None,"Heavily wooded area, see adjacent parcels for pic ",Elizabeth Park Valley,W1,640,40,None,None,BEECH,ST,None,ROZENDA,2017-02-21 11:58:00,None,10481.2779541,441.700049023
2994,Y,2016-06-14 04:00:00,6762210,W MARKET ST,None,None,501,0.0115,1920,None,None,U-3,9, ,9,0,None,See adjacent parcels for pic ,Highland Square,W1,640,None,None,W,MARKET,ST,None,ROZENDA,2017-02-21 11:58:00,None,495.125,237.309234728
2995,Y,2016-06-13 04:00:00,6731237,224 MUSTILL CT,40,87,3480,0.0799,7520,14100,None,U-1B,7, ,12,0,None,None,Elizabeth Park Valley,W5,510,224,None,None,MUSTILL,CT,None,ROZENDA,2017-02-21 11:58:00,None,2846.48266602,232.022828552
2996,Y,2016-06-14 04:00:00,6860507,AETNA ST,None,None,6665,0.153,1460,None,None,U-1,8, ,8,0,None,Towpath walking bridge on other side of trees,Elizabeth Park Valley,W1,640,None,None,None,AETNA,ST,None,ROZENDA,2017-02-21 11:58:00,None,6606.88269043,616.869373196
2997,Y,2016-06-21 04:00:00,6762604,GREAT PL,39,129,5031,0.1155,3260,None,None,U-1,7, ,11,12,None,See adjacent parcels for pic ,Elizabeth Park Valley,W1,640,None,None,None,GREAT,PL,None,ROZENDA,2017-02-21 11:58:00,None,5703.76000977,369.532497621
