OBJECTID,JUR,PARID,TAXYR,LLINE,LTYPE,CODE,SEQ,CUR,WHO,WEN,WHOCALC,WENCALC,STATUS,FRONACT,FRONEFF,DEPTH,DEPTBL,DEPFACT,SF,ACRES,UNITS,EXMPPCT,EXMPVAL,OSIZE,ORATE,OINCR,ODECR,BSIZE,BRATE,BINCR,BDECR,INFL1,INFL2,INFLU,ZONING,LCODEMOD,NMOD,ZMOD,LMOD,SMOD,UMOD,SFACT,COMRES,PRICE,ADJFACT,CLASS,AGFLG,CHGRSN,NOTE1,USER1,DEACTIVAT,SALEKEY,IASW_ID,TRANS_ID,UPD_STATUS
1505781,000,0700437,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:37,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97081e+008,None,None
1505782,000,0700438,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:22.000001,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97081e+008,None,None
1505783,000,0700439,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:22.000001,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97081e+008,None,None
1505784,000,0700440,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:39:45,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97081e+008,None,None
1505785,000,0700441,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:22.000001,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97081e+008,None,None
1505786,000,0700442,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:22.000001,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97082e+008,None,None
1505787,000,0700443,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:29:55,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97081e+008,None,None
1505788,000,0700444,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:35:01,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97081e+008,None,None
1505789,000,0700445,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:39:45,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97081e+008,None,None
1505790,000,0700446,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:37,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97081e+008,None,None
1505791,000,0700447,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:29,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97081e+008,None,None
1505792,000,0700448,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:34,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97087e+008,None,None
1505793,000,0700449,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:26,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97087e+008,None,None
1505794,000,0700450,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:35:41.000001,3,20.0,20,45,150,1.0,900.0,0.0207,None,None,1350.0,None,None,None,None,1,1.5,1.5,1.5,None,None,None,None,1,6004,0,0,0,0,None,N,1350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97099e+008,None,None
1506013,000,0105424,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:30:15,3,32.0,32,52,150,0.579999983311,1664.0,0.0382,None,None,7820.0,None,None,None,None,40,375,190,190,None,None,None,None,0,104,0,0,0,0,None,N,7820.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1506014,000,0105425,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:57,3,45.0,45,103,150,0.819999992847,4635.0,0.1064,None,None,12840.0,None,None,None,None,50,375,190,190,None,None,None,None,0,121,0,0,0,0,None,N,12840.0,0.879999995232,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1506015,000,0105426,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:57,3,45.0,45,120,150,0.889999985695,5400.0,0.124,None,None,11050.0,None,None,None,None,40,325,160,160,None,None,None,None,0,103,0,0,0,0,None,N,11050.0,0.899999976158,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1506016,000,0105427,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:40:04,3,45.0,45,136,150,0.949999988079,6120.0,0.1405,None,None,11800.0,None,None,None,None,40,325,160,160,None,None,None,None,0,103,0,0,0,0,None,N,11800.0,0.899999976158,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1506017,000,0105428,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:36:33,3,50.0,50,150,150,1.0,7500.0,0.1722,None,None,13140.0,None,None,None,None,40,325,160,160,None,None,None,None,0,103,0,0,0,0,None,N,13140.0,0.899999976158,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1506018,000,0105429,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:30:15,3,93.0,93,110,150,0.850000023842,10230.0,0.2348,None,None,16520.0,None,None,None,None,80,225,110,110,None,None,None,None,0,169,0,0,0,0,None,N,16520.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1506019,000,0105430,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:30:15,3,40.0,40,130,150,0.930000007153,5200.0,0.1194,None,None,10880.0,None,None,None,None,40,325,160,160,None,None,None,None,0,103,0,0,0,0,None,N,10880.0,0.899999976158,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1506020,000,0105431,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:39:58,3,40.0,40,130,150,0.930000007153,5200.0,0.1194,None,None,10880.0,None,None,None,None,40,325,160,160,None,None,None,None,0,103,0,0,0,0,None,N,10880.0,0.899999976158,None,None,None,None,TomCalpAdjust,None,None,1.97066e+008,None,None
1506021,000,0105432,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:53,3,40.0,40,130,150,0.930000007153,5200.0,0.1194,None,None,10880.0,None,None,None,None,40,325,160,160,None,None,None,None,0,103,0,0,0,0,None,N,10880.0,0.899999976158,None,None,None,None,TomCalpAdjust,None,None,1.97094e+008,None,None
1506022,000,0105433,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:30,3,50.0,50,120,150,0.889999985695,6000.0,0.1377,None,None,17970.0,None,None,None,None,50,425,210,210,None,None,None,None,0,122,0,0,0,0,None,N,17970.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97094e+008,None,None
1506023,000,0105434,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:39:54,3,50.0,50,120,150,0.889999985695,6000.0,0.1377,None,None,14460.0,None,None,None,None,50,325,160,160,None,None,None,None,0,120,0,0,0,0,None,N,14460.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97094e+008,None,None
1506024,000,0105435,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:35:21,3,50.0,50,140,150,0.959999978542,7000.0,0.1607,None,None,15600.0,None,None,None,None,50,325,160,160,None,None,None,None,0,120,0,0,0,0,None,N,15600.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97094e+008,None,None
1506025,000,0105437,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,60.0,60,130,150,0.930000007153,7800.0,0.1791,None,None,21720.0,None,None,None,None,50,425,210,210,None,None,None,None,0,122,0,0,0,0,None,N,21720.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97094e+008,None,None
1506026,000,0105438,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:57,3,67.0,67,120,150,0.889999985695,8040.0,0.1846,None,None,22090.0,None,None,None,None,50,425,210,210,None,None,None,None,0,122,0,0,0,0,None,N,22090.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97063e+008,None,None
1506027,000,0105439,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:57,3,50.0,50,136,150,0.949999988079,6800.0,0.1561,None,None,17810.0,None,None,None,None,50,375,190,190,None,None,None,None,0,121,0,0,0,0,None,N,17810.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97063e+008,None,None
1506028,000,1400447,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,None,None,None,None,1.0,43560.0,1.0,None,None,120000.0,None,None,None,None,1,120000,60000,60000,None,None,None,None,0,322,0,0,0,0,None,N,120000.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97072e+008,None,None
1506029,000,1400447,2017,2,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,None,None,None,None,1.0,34857.0,0.8002,None,None,0.0,None,None,None,None,1,24000,24000,24000,None,None,None,None,0,322,0,0,0,0,None,N,19200.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97072e+008,None,None
1506030,000,1400448,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:34,3,None,None,None,None,1.0,43560.0,1.0,None,None,120000.0,None,None,None,None,1,120000,60000,60000,None,None,None,None,0,322,0,0,0,0,None,N,120000.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97072e+008,None,None
1506031,000,1400448,2017,2,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:34,3,None,None,None,None,1.0,39221.0,0.9004,None,None,0.0,None,None,None,None,1,24000,24000,24000,None,None,None,None,0,322,0,0,0,0,None,N,21610.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97072e+008,None,None
1506032,000,1400449,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,None,None,None,None,1.0,43560.0,1.0,None,None,120000.0,None,None,None,None,1,120000,60000,60000,None,None,None,None,0,322,0,0,0,0,None,N,120000.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97072e+008,None,None
1506033,000,1400449,2017,2,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,None,None,None,None,1.0,39234.0,0.9007,None,None,0.0,None,None,None,None,1,24000,24000,24000,None,None,None,None,0,322,0,0,0,0,None,N,21620.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97072e+008,None,None
1506034,000,1400450,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:26:44,3,None,None,None,None,1.0,43560.0,1.0,None,None,132000.0,None,None,None,None,1,120000,60000,60000,20,None,10,None,0,322,0,0,0,0,None,N,132000.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97072e+008,None,None
1506035,000,1400450,2017,2,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:26:44,3,None,None,None,None,1.0,39213.0,0.9002,None,None,0.0,None,None,None,None,1,24000,24000,24000,20,None,4,None,0,322,0,0,0,0,None,N,22470.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97072e+008,None,None
1506258,000,1905543,2017,1,S,02,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:25:56,3,None,None,None,None,1.0,5000.0,0.1148,None,None,13750.0,None,None,None,None,1,2.75,2.75,2.75,None,None,None,None,1,6009,0,0,0,0,None,N,13750.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97032e+008,None,None
1506259,000,1905544,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:42,3,45.0,45,96,150,0.790000021458,4320.0,0.0992,None,None,13550.0,None,None,None,None,40,425,210,210,None,None,None,None,0,105,0,0,0,0,None,N,13550.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97065e+008,None,None
1506260,000,1905547,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:37,3,100.0,100,120,150,0.889999985695,12000.0,0.2755,None,None,39230.0,None,None,None,None,40,675,340,340,20,None,-7,None,0,110,0,0,0,0,None,N,39230.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97059e+008,None,None
1506261,000,1905549,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:40:01,3,58.0,58,130,150,0.930000007153,7540.0,0.1731,None,None,20570.0,None,None,None,None,60,375,190,190,None,None,None,None,0,138,0,0,0,0,None,N,20570.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97059e+008,None,None
1506262,000,1905550,2017,1,F,21,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:55,3,60.0,60,129,150,0.930000007153,7740.0,0.1777,None,None,10600.0,None,None,None,None,60,190,95,95,None,None,None,None,0,138,0,0,0,0,None,N,10600.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97061e+008,None,None
1506263,000,1905554,2017,1,F,21,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:36:30,3,45.0,45,96,150,0.790000021458,4320.0,0.0992,None,None,6700.0,None,None,None,None,40,210,105,105,None,None,None,None,0,105,0,0,0,0,None,N,6700.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97061e+008,None,None
1506264,000,1905557,2017,1,F,22,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:43:01,3,40.0,40,100,150,0.810000002384,4000.0,0.0918,None,None,None,None,None,None,None,40,340,170,170,None,None,None,None,0,110,0,0,0,0,None,N,11020.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.9706e+008,None,None
1506265,000,1905558,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:38,3,60.0,60,113,150,0.860000014305,6780.0,0.1556,None,None,13760.0,None,None,None,None,60,275,140,140,None,None,None,None,0,136,0,0,0,0,None,N,13760.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.9706e+008,None,None
1506266,000,1905560,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:45,3,None,None,None,None,1.0,43560.0,1.0,None,None,22750.0,None,None,None,None,1,32500,16250,16250,20,None,-30,None,0,305,0,0,0,0,None,N,22750.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.9706e+008,None,None
1506267,000,1905560,2017,2,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:45,3,None,None,None,None,1.0,29281.0,0.6722,None,None,0.0,None,None,None,None,1,6500,6500,6500,20,None,-30,None,0,305,0,0,0,0,None,N,3060.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.9706e+008,None,None
1506268,000,1905562,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:43,3,75.0,75,207,150,1.12999999523,15525.0,0.3564,None,None,28650.0,None,None,None,None,60,375,190,190,None,None,None,None,0,138,0,0,0,0,None,N,28650.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97067e+008,None,None
1506269,000,1905563,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:27:01,3,50.0,50,100,150,0.810000002384,5000.0,0.1148,None,None,11140.0,None,None,None,None,50,275,140,140,None,None,None,None,0,119,0,0,0,0,None,N,11140.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97067e+008,None,None
1506270,000,1905564,2017,1,F,21,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:39:59.000001,3,50.0,50,100,150,0.810000002384,5000.0,0.1148,None,None,5670.0,None,None,None,None,50,140,70,70,None,None,None,None,0,119,0,0,0,0,None,N,5670.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97067e+008,None,None
1506271,000,1905565,2017,1,F,22,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:30:11,3,19.0,19,97,150,0.800000011921,1843.0,0.0423,None,None,None,None,None,None,None,50,140,70,70,None,None,None,None,0,119,0,0,0,0,None,N,3860.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97067e+008,None,None
1506272,000,6713618,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:26:30,3,40.0,40,140,150,0.959999978542,5600.0,0.1286,None,None,8290.0,None,None,None,None,40,325,160,160,20,None,-27,None,0,103,0,0,0,0,None,N,8290.0,0.910000026226,None,None,None,None,TomCalpAdjust,None,None,1.97047e+008,None,None
1506273,000,6713619,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:26:40,3,40.0,40,121,150,0.899999976158,4840.0,0.1111,None,None,13460.0,None,None,None,None,40,425,210,210,None,None,None,None,0,105,0,0,0,0,None,N,13460.0,0.879999995232,None,None,None,None,TomCalpAdjust,None,None,1.97075e+008,None,None
1506274,000,6713620,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:34:04.000001,3,50.0,50,120,150,0.889999985695,6000.0,0.1377,None,None,13690.0,None,None,None,None,40,375,190,190,None,None,None,None,0,104,0,0,0,0,None,N,13690.0,0.910000026226,None,None,None,None,TomCalpAdjust,None,None,1.97075e+008,None,None
1506275,000,6713621,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:38,3,33.0,33,145,150,0.980000019073,4785.0,0.1098,None,None,11640.0,None,None,None,None,40,325,160,160,None,None,None,None,0,103,0,0,0,0,None,N,11640.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97075e+008,None,None
1506276,000,6713622,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:34:04.000001,3,41.0,41,80,150,0.730000019073,3280.0,0.0753,None,None,11320.0,None,None,None,None,50,375,190,190,None,None,None,None,0,121,0,0,0,0,None,N,11320.0,0.910000026226,None,None,None,None,TomCalpAdjust,None,None,1.97075e+008,None,None
1506277,000,6713623,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:47:16,3,40.0,40,130,150,0.930000007153,5200.0,0.1194,None,None,14390.0,None,None,None,None,40,425,210,210,None,None,None,None,0,105,0,0,0,0,None,N,14390.0,0.910000026226,None,None,None,None,TomCalpAdjust,None,None,1.97243e+008,None,None
1506278,000,6713624,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:33:28,3,46.0,46,112,150,0.860000014305,5152.0,0.1183,None,None,13820.0,None,None,None,None,40,425,210,210,None,None,None,None,0,105,0,0,0,0,None,N,13820.0,0.879999995232,None,None,None,None,TomCalpAdjust,None,None,1.97014e+008,None,None
1506279,000,6713625,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:25,3,39.0,39,80,150,0.730000019073,3120.0,0.0716,None,None,7420.0,None,None,None,None,40,325,160,160,20,None,-13,None,0,103,0,0,0,0,None,N,7420.0,0.910000026226,None,None,None,None,TomCalpAdjust,None,None,1.97015e+008,None,None
1506280,000,6713626,2017,1,F,09,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,75.0,75,155,150,1.01999998093,11625.0,0.2669,None,None,6050.0,None,None,None,None,80,85,43,43,None,None,None,None,0,173,0,0,0,0,None,N,6050.0,0.899999976158,None,None,None,None,TomCalpAdjust,None,None,1.97015e+008,None,None
1506281,000,6713626,2017,2,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,91.0,91,202,150,1.12999999523,18382.0,0.422,None,None,20310.0,None,None,None,None,80,425,210,210,20,None,-45,None,0,173,0,0,0,0,None,N,20310.0,0.899999976158,None,None,None,None,TomCalpAdjust,None,None,1.97022e+008,None,None
1506477,000,1503100,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,75.0,75,160,150,1.02999997139,12000.0,0.2755,None,None,25440.0,None,None,None,None,80,325,160,160,None,None,None,None,0,171,0,0,0,0,None,N,25440.0,0.980000019073,None,None,None,None,TomCalpAdjust,None,None,1.97036e+008,None,None
1506478,000,1503101,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:43:02.000001,3,129.0,129,200,150,1.12999999523,25800.0,0.5923,None,None,36820.0,None,None,None,None,110,275,140,140,None,None,None,None,0,221,0,0,0,0,None,N,36820.0,0.990000009537,None,None,None,None,TomCalpAdjust,None,None,1.97041e+008,None,None
1506479,000,1503105,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:47,3,107.0,107,200,150,1.12999999523,21400.0,0.4913,None,None,33370.0,None,None,None,None,110,275,140,140,None,None,None,None,0,221,0,0,0,0,None,N,33370.0,0.990000009537,None,None,None,None,TomCalpAdjust,None,None,1.97041e+008,None,None
1506480,000,1503106,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:57,3,None,None,None,None,1.0,43560.0,1.0,None,None,30230.0,None,None,None,None,1,32500,16250,16250,None,None,None,None,0,305,0,0,0,0,None,N,30230.0,0.930000007153,None,None,None,None,TomCalpAdjust,None,None,1.97041e+008,None,None
1506481,000,1503106,2017,2,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:57,3,None,None,None,None,1.0,39640.0,0.91,None,None,0.0,None,None,None,None,1,6500,6500,6500,07,None,-90,None,0,305,0,0,0,0,None,N,550.0,0.930000007153,None,None,None,None,TomCalpAdjust,None,None,1.97041e+008,None,None
1506482,000,1503107,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:39,3,65.0,65,150,150,1.0,9750.0,0.2238,None,None,19300.0,None,None,None,None,80,275,140,140,None,None,None,None,0,170,0,0,0,0,None,N,19300.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97041e+008,None,None
1506483,000,1503108,2017,1,F,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:57,3,10.0,10,150,150,1.0,1500.0,0.0344,None,None,2340.0,None,None,None,None,80,55,28,28,20,None,-1,None,0,170,0,0,0,0,None,N,2340.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97041e+008,None,None
1506484,000,1503109,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,100.0,100,346,150,1.22000002861,34600.0,0.7943,None,None,26080.0,None,None,None,None,100,225,110,110,None,None,None,None,0,203,0,0,0,0,None,N,26080.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97041e+008,None,None
1506485,000,1503110,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:30:15,3,100.0,100,260,150,1.16999995708,26000.0,0.5969,None,None,25010.0,None,None,None,None,100,225,110,110,None,None,None,None,0,203,0,0,0,0,None,N,25010.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97062e+008,None,None
1506486,000,1503111,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:40:02,3,None,None,None,None,1.0,43560.0,1.0,None,None,27500.0,None,None,None,None,1,27500,13750,13750,None,None,None,None,0,304,0,0,0,0,None,N,27500.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97062e+008,None,None
1506487,000,1503111,2017,2,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:40:02,3,None,None,None,None,1.0,26136.0,0.6,None,None,0.0,None,None,None,None,1,5500,5500,5500,None,None,None,None,0,304,0,0,0,0,None,N,3300.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97039e+008,None,None
1506488,000,1503112,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,None,None,None,None,1.0,43560.0,1.0,None,None,34880.0,None,None,None,None,1,37500,18750,18750,None,None,None,None,0,306,0,0,0,0,None,N,34880.0,0.930000007153,None,None,None,None,TomCalpAdjust,None,None,1.97039e+008,None,None
1506489,000,1503728,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:26:39,3,None,None,None,None,1.0,43560.0,1.0,None,None,52500.0,None,None,None,None,1,52500,26250,26250,None,None,None,None,0,309,0,0,0,0,None,N,52500.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97023e+008,None,None
